Scheme name	Locus tag	Description
cgMLST V2	STMMW_37121 (rfaQ)	LPS core heptosyltransferase RfaQ
cgMLST V2	STY1774	hypothetical protein
cgMLST V2	STMMW_44031 (yjgF)	reactive intermediate/imine deaminase
cgMLST V2	STMMW_26781 (rluD)	ribosomal large subunit pseudouridine synthase D
cgMLST V2	STMMW_02151 (htrA)	periplasmic serine endoprotease DegP
cgMLST V2	STMMW_06641 (ybdB)	thioesterase in enterobactin biosynthesis EntH
cgMLST V2	STMMW_06311 (ykgB)	membrane protein
cgMLST V2	STMMW_19711 (dcm)	DNA cytosine methyltransferase
cgMLST V2	STMMW_28861	4-hydroxybenzoate decarboxylase subunit D
cgMLST V2	STMMW_13011 (ansA)	cytoplasmic L-asparaginase I
cgMLST V2	STMMW_33171 (yhbN)	LPS transport periplasmic protein LptA
cgMLST V2	STMMW_27781 (proX)	glycine betaine transporter periplasmic subunit
cgMLST V2	STMMW_22571 (yejK)	nucleoid-associated protein YejK
cgMLST V2	STMMW_17711 (ipk)	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
cgMLST V2	STMMW_24441 (yfeH)	transporter bile acid/Na+ symporter family
cgMLST V2	STMMW_07061 (ybeA)	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
cgMLST V2	STMMW_38471 (glmU)	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
cgMLST V2	STMMW_34181 (rplF)	50S ribosomal protein L6
cgMLST V2	STMMW_42341 (gltP)	glutamate/aspartate:proton symporter GltP
cgMLST V2	STMMW_33231 (ptsO)	phosphocarrier protein
cgMLST V2	STMMW_44961 (fhuF)	ferric iron reductase involved in ferric hydroximate transport
cgMLST V2	STMMW_33941 (aroE)	Shikimate 5-dehydrogenase I alpha
cgMLST V2	STMMW_01931 (sfsA)	DNA-binding transcriptional regulator
cgMLST V2	STMMW_07681 (ybgI)	Nif3-like dinuclear metal center hexameric protein
cgMLST V2	STMMW_39981 (fdhE)	formate dehydrogenase accessory protein FdhE
cgMLST V2	STMMW_04261	sialic acid transporter
cgMLST V2	STMMW_11711 (pyrC)	dihydroorotase (aa 1-348)
cgMLST V2	STMMW_29801 (kduI)	5-keto-4-deoxyuronate isomerase
cgMLST V2	STMMW_34961 (feoB)	ferrous iron transporter B
cgMLST V2	STMMW_23041	MFS-type transporter ytbD
cgMLST V2	STMMW_18591 (exoX)	DNA polymerase III subunit epsilon
cgMLST V2	STMMW_42521 (dcuB)	anaerobic C4-dicarboxylate transporter
cgMLST V2	STMMW_43121 (rnr)	3'-to-5' exoribonuclease RNase R
cgMLST V2	STMMW_04881 (nusB)	N utilization substance protein B
cgMLST V2	STMMW_34381 (fusA)	translation elongation factor G
cgMLST V2	STMMW_18621 (yebF)	putative protein YebF
cgMLST V2	STMMW_05131 (cyoB)	cytochrome o ubiquinol oxidase subunit I
cgMLST V2	STMMW_05681 (copA)	copper-exporting P-type ATPase A
cgMLST V2	STMMW_09451	NAD dependent epimerase/dehydratase
cgMLST V2	STMMW_02301 (yaeT)	outer membrane protein assembly factor BamA
cgMLST V2	STMMW_06811 (rnk)	nucleoside diphosphate kinase regulator
cgMLST V2	STMMW_42831 (efp)	elongation factor P
cgMLST V2	STMMW_05351 (tesB)	acyl-CoA thioesterase II
cgMLST V2	STMMW_21631 (baeR)	two-component system response regulator
cgMLST V2	STMMW_01451 (yacF)	cell division protein ZapD
cgMLST V2	STMMW_10971 (yccK)	sulfurtransferase TusE
cgMLST V2	STMMW_40471 (yiiQ)	putative periplasmic protein
cgMLST V2	STMMW_14891 (bioDb)	dethiobiotin synthase
cgMLST V2	STMMW_21491 (wzb)	tyrosine phosphatase
cgMLST V2	STMMW_21941 (yehW)	Osmoprotectant ABC transporter ATP-binding subunit YehX
cgMLST V2	STMMW_41871 (lexA)	repressor LexA
cgMLST V2	STMMW_31461 (tolC)	"outer membrane channel; specific tolerance to colicin E1; segregation of daughter chromosomes, role in organic solvent tolerance"
cgMLST V2	STMMW_39601 (yihD)	Protein yihD
cgMLST V2	STMMW_30731 (mltC)	Membrane-bound lytic murein transglycosylase C
cgMLST V2	STMMW_28451 (sipD)	pathogenicity island 1 effector protein
cgMLST V2	STMMW_25441	polyferredoxin
cgMLST V2	STMMW_06101 (folD)	"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolase"
cgMLST V2	STMMW_13951 (orf242)	helix-turn-helix-type transcriptional regulator
cgMLST V2	STMMW_41251 (zraP)	"zinc resistance protein, partial"
cgMLST V2	STMMW_36951 (yibD)	putative glycosyl transferase
cgMLST V2	STMMW_12021 (fabH)	3-oxoacyl-ACP synthase III
cgMLST V2	STMMW_35971 (yhjD)	inner membrane protein YhjD
cgMLST V2	STMMW_19501 (fliG)	flagellar motor switch protein FliG
cgMLST V2	STMMW_33721 (mreB)	rod shape-determining protein
cgMLST V2	STMMW_22141 (yohK)	CidB/LrgB family autolysis modulator
cgMLST V2	STMMW_29321 (ygdH)	lysine decarboxylase
cgMLST V2	STMMW_17281	ferredoxin
cgMLST V2	STMMW_42751 (aspA)	aspartate ammonia-lyase
cgMLST V2	STMMW_02481 (proS)	proline--tRNA ligase
cgMLST V2	STMMW_34551 (prkB)	phosphoribulokinase
cgMLST V2	STMMW_18101 (fadD)	long-chain fatty acid--CoA ligase
cgMLST V2	STMMW_14701 (fumC)	class II fumarate hydratase
cgMLST V2	STMMW_36771 (yibL)	Uncharacterized protein YibL
cgMLST V2	STMMW_05551 (ybaB)	nucleoid-associated protein
cgMLST V2	STMMW_23541 (yfbR)	5'-deoxynucleotidase YfbR
cgMLST V2	STMMW_08441 (ybhB)	kinase inhibitor
cgMLST V2	STMMW_34731 (rpe)	ribulose-phosphate 3-epimerase
cgMLST V2	STMMW_28211 (fhlA)	formate hydrogenlyase transcriptional activator
cgMLST V2	STMMW_00081 (yaaH)	YaaH protein
cgMLST V2	STMMW_43801 (pmbA)	metalloprotease PmbA
cgMLST V2	STMMW_09861 (ycaO)	"ribosomal protein S12 methylthiotransferase accessory factor YcaO, partial"
cgMLST V2	STMMW_01131 (thiP)	thiamine/thiamine pyrophosphate ABC transporter permease ThiP
cgMLST V2	STMMW_04741 (queA)	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
cgMLST V2	STMMW_21791	nickel/cobalt homeostasis protein RcnB
cgMLST V2	STMMW_09711 (lrp)	leucine-responsive transcriptional regulator
cgMLST V2	STMMW_25271 (guaA)	GMP synthetase
cgMLST V2	STMMW_12541 (pagD)	virulence factor
cgMLST V2	STMMW_24271 (glk)	glucokinase
cgMLST V2	STMMW_20951 (phsA)	thiosulfate reductase PhsA
cgMLST V2	STMMW_21571 (yegD)	molecular chaperone
cgMLST V2	STMMW_25051 (purC)	phosphoribosylaminoimidazolesuccinocarboxamide synthase
cgMLST V2	STMMW_39451 (tatB)	sec-independent translocase
cgMLST V2	STMMW_06481 (ybdK)	carboxylate--amine ligase
cgMLST V2	STMMW_22572 (yejL)	UPF0352 protein YejL
cgMLST V2	STMMW_02171 (yaeH)	hypothetical protein
cgMLST V2	STMMW_14281 (norM)	MATE family efflux transporter
cgMLST V2	STMMW_17481 (hnr)	response regulator of RpoS
cgMLST V2	STMMW_16021	putative membrane lipoprotein clustered with tellurite resistance proteins TehA/TehB
cgMLST V2	STMMW_28841 (ubiX)	phenolic acid decarboxylase subunit B
cgMLST V2	STMMW_13031 (ydjA)	NAD(P)H nitroreductase
cgMLST V2	STMMW_33111 (yrbE)	toluene ABC transporter permease
cgMLST V2	STMMW_37141 (coaD)	phosphopantetheine adenylyltransferase
cgMLST V2	STMMW_32641 (yraM)	penicillin-binding protein activator LpoA
cgMLST V2	STMMW_17731 (ychM)	C4-dicarboxylic acid transporter DauA
cgMLST V2	STMMW_38491 (atpC)	F0F1 ATP synthase subunit epsilon
cgMLST V2	STMMW_39481 (rfaH)	transcriptional activator RfaH
cgMLST V2	STMMW_32461	hypothetical protein
cgMLST V2	STMMW_44941 (bglJ)	transcriptional regulator (activator) of bgl operon (LuxR/UhpA family)
cgMLST V2	STMMW_01911 (yadB)	putative glutamyl t-RNA synthetase
cgMLST V2	STMMW_19191 (tyrP)	aromatic amino acid transporter
cgMLST V2	STMMW_45091 (deoC)	2-deoxyribose-5-phosphate aldolase
cgMLST V2	STMMW_11551	RNase III inhibitor
cgMLST V2	STMMW_18821 (yebC)	transcriptional regulator
cgMLST V2	STMMW_11881 (flgH)	flagellar basal body L-ring protein
cgMLST V2	STMMW_22551 (rplY)	50S ribosomal protein L25
cgMLST V2	STMMW_23681	NUDIX hydrolase YfcD
cgMLST V2	STMMW_17861	cytochrome bd-II oxidase subunit
cgMLST V2	STMMW_23931 (div)	flagella biosynthesis regulator
cgMLST V2	STMMW_04531 (yaiB)	anti-RssB factor
cgMLST V2	STMMW_11081 (hpaC)	4-hydroxyphenylacetate 3-monooxygenase reductase component
cgMLST V2	STMMW_11771 (mviM)	putative virulence factor MviM
cgMLST V2	STMMW_34941 (yhgF)	putative RNase R
cgMLST V2	STMMW_22881 (yojI)	multidrug transporter membrane component/ATP-binding component
cgMLST V2	STMMW_22331 (yeiE)	LysR family transcriptional regulator YeiE
cgMLST V2	STMMW_23061 (glpQ)	glycerophosphoryl diester phosphodiesterase periplasmic
cgMLST V2	STMMW_43321 (sgaE)	L-ribulose-5-phosphate 4-epimerase UlaF
cgMLST V2	STMMW_15701	TetR family transcriptional regulator
cgMLST V2	STMMW_24481 (cysZ)	sulfate transporter CysZ
cgMLST V2	STMMW_33351 (nanK)	N-acetylmannosamine kinase
cgMLST V2	STMMW_43491 (ytfJ)	transcriptional regulator
cgMLST V2	STMMW_08871 (ybiR)	anion transporter
cgMLST V2	STMMW_18641 (purT)	phosphoribosylglycinamide formyltransferase 2
cgMLST V2	STMMW_14111 (ssaG)	type III secretion system needle protein SsaG
cgMLST V2	STMMW_10071 (ycbK)	Peptidase_M15_3
cgMLST V2	STMMW_05111 (cyoD)	cytochrome o ubiquinol oxidase subunit IV
cgMLST V2	STMMW_09471 (ltaA)	low-specificity L-threonine aldolase
cgMLST V2	STMMW_02361 (rnhB)	ribonuclease HII
cgMLST V2	STMMW_06871 (citE)	citrate (pro-3S)-lyase subunit beta
cgMLST V2	STMMW_28021 (norV)	anaerobic nitric oxide reductase flavorubredoxin
cgMLST V2	STMMW_05371 (ybaZ)	putative methylated-DNA methyltransferase
cgMLST V2	STMMW_42811 (yjeJ)	Conserved inner membrane protein
cgMLST V2	STMMW_31661 (bacA)	undecaprenyl-diphosphatase
cgMLST V2	STMMW_30531 (sprT)	SprT family protein
cgMLST V2	STMMW_10911	succinyl-CoA synthetase subunit alpha-like enzyme
cgMLST V2	STMMW_30281 (yggB)	mechanosensitive ion channel protein MscS
cgMLST V2	STMMW_21961 (yehY)	osmoprotectant uptake system permease
cgMLST V2	STMMW_31481 (ygiC)	glutathionylspermidine synthase
cgMLST V2	STMMW_39661	"putative cytoplasmic protein, partial"
cgMLST V2	STMMW_06291 (ykgC)	pyridine nucleotide-disulfide oxidoreductase
cgMLST V2	STMMW_38391 (pstB)	phosphate ABC transporter ATP-binding protein
cgMLST V2	STMMW_25421 (yfgB)	bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN
cgMLST V2	STMMW_29771 (ygeA)	Putative aspartate racemase
cgMLST V2	STMMW_17251 (yciE)	Ferritin diiron-carboxylate
cgMLST V2	STMMW_01471 (guaC)	guanosine monophosphate reductase
cgMLST V2	STMMW_19341 (fliZ)	Flagellar biosynthesis protein FliZ
cgMLST V2	STMMW_19691 (yedA)	inner membrane transporter yedA
cgMLST V2	STMMW_03181 (sciZ)	VirG
cgMLST V2	STMMW_13931 (orf70)	pathogenicity island protein
cgMLST V2	SEN0401 (thiL)	thiamine-monophosphate kinase
cgMLST V2	STMMW_17031 (yciM)	lipopolysaccharide assembly protein LapB
cgMLST V2	STMMW_07461 (ybfN)	putative lipoprotein YbfN
cgMLST V2	STMMW_12041 (fabG)	beta-ketoacyl-ACP reductase
cgMLST V2	STMMW_36971 (tdh)	L-threonine 3-dehydrogenase
cgMLST V2	STMMW_15091 (ydfZ)	selenoprotein YdfZ
cgMLST V2	STMMW_33701 (mreD)	"rod shape-determining protein MreD, partial"
cgMLST V2	STMMW_38531 (atpH)	ATP F0F1 synthase subunit delta
cgMLST V2	STMMW_37881	transporter
cgMLST V2	STMMW_29301 (syd)	SecY interacting protein Syd
cgMLST V2	STMMW_00981 (imp)	LPS assembly protein LptD
cgMLST V2	STMMW_44771 (yjiX)	hypothetical protein
cgMLST V2	STMMW_45421 (yjjY)	hypothetical protein
cgMLST V2	STMMW_18341 (prc)	Tail-specific protease precursor
cgMLST V2	STMMW_17341 (cls)	cardiolipin synthase A
cgMLST V2	STMMW_07181 (ybeL)	Putative alpha helical protein
cgMLST V2	STMMW_19521 (fliI)	Flagellum-specific ATP synthase FliI
cgMLST V2	STMMW_35951 (yhjB)	LuxR family transcriptional regulator
cgMLST V2	STMMW_11341 (putP)	proline:sodium symporter PutP
cgMLST V2	STMMW_34531 (yheT)	putative hydrolase. Alpha/beta-hydrolase fold
cgMLST V2	STMMW_18121 (yeaZ)	tRNA N6-adenosine(37)-N6-threonylcarbamoyltransferase complex dimerization subunit TsaB
cgMLST V2	STMMW_36751 (mtlR)	mannitol operon repressor
cgMLST V2	STMMW_36021 (yhjJ)	peptidase
cgMLST V2	STMMW_07981 (cydB)	cytochrome d ubiquinol oxidase subunit I
cgMLST V2	STMMW_34281 (rpsS)	30S ribosomal protein S19
cgMLST V2	STMMW_34111 (rpsM)	30S ribosomal protein S13
cgMLST V2	STMMW_05581 (adk)	adenylate kinase
cgMLST V2	STMMW_21861 (metG)	methionyl tRNA synthetase
cgMLST V2	STMMW_05471 (acrR)	transcriptional regulator
cgMLST V2	STMMW_12081 (yceG)	putative aminodeoxychorismate lyase
cgMLST V2	STMMW_04761 (yajC)	preprotein translocase subunit YajC
cgMLST V2	STMMW_08461 (bioB)	biotin synthase
cgMLST V2	STMMW_21771 (thiD)	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
cgMLST V2	STMMW_13551 (ydiA)	transcriptional regulator
cgMLST V2	STMMW_09731 (lolA)	outer membrane lipoprotein carrier protein LolA
cgMLST V2	STMMW_25211	"putative cytoplasmic protein, partial"
cgMLST V2	STMMW_29541 (recD)	Exodeoxyribonuclease V alpha chain RecD
cgMLST V2	STMMW_10761 (pqiA)	paraquat-inducible membrane protein A
cgMLST V2	STMMW_24291 (ipdC)	indolepyruvate decarboxylase
cgMLST V2	STMMW_41421 (yjbC)	23S rRNA pseudouridine synthase F
cgMLST V2	STMMW_21511 (yegH)	putative membrane protein
cgMLST V2	STMMW_31341 (parC)	DNA topoisomerase 4 subunit A
cgMLST V2	STMMW_12721	transcriptional regulator
cgMLST V2	STMMW_39471 (tatD)	deoxyribonuclease TatD
cgMLST V2	STMMW_06461 (ramA)	transcriptional activator RamA
cgMLST V2	STMMW_26741 (kgtP)	alpha-ketoglutarate transporter
cgMLST V2	STMMW_40081 (yiiL)	L-rhamnose mutarotase
cgMLST V2	STMMW_24921 (tal)	transaldolase A
cgMLST V2	STMMW_14911 (opuA)	Osmoprotectant ABC transporter ATP-binding subunit YehX
cgMLST V2	STMMW_12181 (nagZ)	beta-hexosaminidase
cgMLST V2	STMMW_12401 (phoQ)	signal transduction histidine kinase
cgMLST V2	STMMW_14201 (ssaN)	EscN/YscN/HrcN family type III secretion system ATPase
cgMLST V2	STMMW_19751 (cspB)	"cold shock protein, partial"
cgMLST V2	STMMW_37161 (rpmG)	50S ribosomal protein L33
cgMLST V2	STMMW_38701 (rbsR)	transcriptional repressor for rbs operon
cgMLST V2	STMMW_13051 (topB)	DNA topoisomerase III
cgMLST V2	STMMW_33131 (yrbG)	putative calcium/sodium:proton antiporter
cgMLST V2	STMMW_32661 (yraO)	DnaA initiator-associating protein DiaA
cgMLST V2	STMMW_17751 (pth)	aminoacyl-tRNA hydrolase
cgMLST V2	STMMW_33391 (yhcK)	transcriptional regulator NanR
cgMLST V2	STMMW_11571 (mdoC)	glucan biosynthesis protein C
cgMLST V2	STMMW_22531 (rsuA)	16S rRNA pseudouridine(516) synthase
cgMLST V2	STMMW_23911 (usg)	aspartate-semialdehyde dehydrogenase
cgMLST V2	STMMW_23661 (ulaC)	putative sugar phosphotransferase component II A
cgMLST V2	STMMW_16401 (ynbE)	lipoprotein
cgMLST V2	STMMW_17801 (hyaC)	Ni/Fe hydrogenase 1 b-type cytochrome subunit
cgMLST V2	STMMW_35031 (malQ)	4-alpha-glucanotransferase
cgMLST V2	STMMW_04511	extensin
cgMLST V2	STMMW_11751 (rimJ)	alanine acetyltransferase
cgMLST V2	STMMW_42651 (rtsA)	Type III secretion and flagellar regulator RtsA
cgMLST V2	STMMW_32911 (secG)	preprotein translocase subunit SecG
cgMLST V2	STMMW_23001 (ubiG)	3-demethylubiquinone-9 3-methyltransferase and 2-octaprenyl-6-hydroxy phenol methylase
cgMLST V2	STMMW_43301 (sgaH)	putative hexulose phosphate synthase (arabino hexulose phosphate formaldehyde lyase)
cgMLST V2	STMMW_08811 (glnH)	amino acid ABC transporter substrate-binding protein
cgMLST V2	STMMW_18661 (edd)	phosphogluconate dehydratase
cgMLST V2	STMMW_01761 (hpt)	hypoxanthine phosphoribosyltransferase
cgMLST V2	STMMW_02341 (lpxA)	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
cgMLST V2	STMMW_15981 (yncJ)	protein yncJ
cgMLST V2	STMMW_40651 (metB)	cystathionine gamma-synthase
cgMLST V2	STMMW_14051 (sseC)	SseC
cgMLST V2	STMMW_34071 (rplQ)	50S ribosomal protein L17
cgMLST V2	STMMW_42871 (blc)	Outer membrane lipoprotein Blc
cgMLST V2	STMMW_31131 (yqhA)	TIGR00645 family protein
cgMLST V2	STMMW_31641 (ygiM)	arylsulfatase
cgMLST V2	STMMW_30511 (metK)	S-adenosylmethionine synthase
cgMLST V2	STMMW_21981 (bglX)	glycosyl hydrolase
cgMLST V2	STMMW_25401 (gcpE)	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
cgMLST V2	STMMW_25151 (upp)	uracil phosphoribosyltransferase
cgMLST V2	STMMW_29751 (lysA)	diaminopimelate decarboxylase
cgMLST V2	STMMW_01491 (pilB)	type II secretion system protein GspE
cgMLST V2	STMMW_10931 (yccW)	ribosomal RNA large subunit methyltransferase I
cgMLST V2	STMMW_27801 (emrR)	transcriptional regulator
cgMLST V2	STMMW_06141 (fimD)	FimD
cgMLST V2	STMMW_33091 (yrbC)	organic solvent ABC transporter substrate-binding protein
cgMLST V2	STMMW_13911 (ttrS)	tetrathionate reductase complex: sensory transduction histidine kinase
cgMLST V2	STMMW_41741 (yjbH)	membrane protein
cgMLST V2	STMMW_36911 (yibN)	rhodanese-like domain-containing protein
cgMLST V2	STMMW_39641 (polA)	DNA polymerase I
cgMLST V2	STMMW_37201 (dut)	deoxyuridine 5'-triphosphate nucleotidohydrolase
cgMLST V2	STMMW_33271 (arcB)	aerobic respiration two-component sensor histidine kinase ArcB
cgMLST V2	STMMW_29361 (fucO)	lactaldehyde reductase
cgMLST V2	STMMW_19321 (dcyD)	D-cysteine desulfhydrase
cgMLST V2	STMMW_15051 (rspA)	bifunctional D-altronate/D-mannonate dehydratase
cgMLST V2	STMMW_18321 (yebQ)	multidrug MFS transporter
cgMLST V2	STMMW_35931	membrane protein
cgMLST V2	STMMW_34511 (yheS)	ABC transporter ATP-binding protein
cgMLST V2	STMMW_11321	Putative secreted protein
cgMLST V2	STMMW_36001 (yhjH)	cyclic-guanylate-specific phosphodiesterase
cgMLST V2	STMMW_45111 (deoB)	phosphopentomutase
cgMLST V2	STMMW_43841	transcriptional regulator
cgMLST V2	STMMW_17401 (oppB)	oligopeptide permease ABC transporter membrane component
cgMLST V2	STMMW_08661 (ybhQ)	membrane protein
cgMLST V2	STMMW_09531 (ybjX)	Homolog of virK
cgMLST V2	STMMW_09281 (potF)	spermidine/putrescine ABC transporter substrate-binding protein PotF
cgMLST V2	STMMW_34031 (mscL)	large-conductance mechanosensitive channel
cgMLST V2	STMMW_23491 (nuoB)	NADH dehydrogenase subunit B
cgMLST V2	STMMW_24051 (mepA)	penicillin-insensitive murein endopeptidase
cgMLST V2	STMMW_08481 (bioC)	8-amino-7-oxononanoate synthase
cgMLST V2	STMMW_09751 (serS)	serine--tRNA ligase
cgMLST V2	STMMW_25231	membrane protein
cgMLST V2	STMMW_31581 (glgS)	glycogen synthase
cgMLST V2	STMMW_29561 (ptr)	Protease III precursor
cgMLST V2	STMMW_43511 (ytfL)	hemolysin
cgMLST V2	STMMW_01391 (ftsZ)	cell division protein FtsZ
cgMLST V2	STMMW_10031 (mukF)	condensin subunit F
cgMLST V2	STMMW_10741 (rlmL)	ribosomal RNA large subunit methyltransferase K/L
cgMLST V2	STMMW_20911 (gyrI)	DNA gyrase inhibitor
cgMLST V2	STMMW_41911 (zur)	zinc uptake transcriptional repressor
cgMLST V2	STMMW_29691 (tas)	NADP(H)-dependent aldo-keto reductase
cgMLST V2	STMMW_02281 (cdsA)	phosphatidate cytidylyltransferase
cgMLST V2	STMMW_30181 (pepP)	proline aminopeptidase II
cgMLST V2	STMMW_16961 (fabI)	enoyl-ACP reductase
cgMLST V2	STMMW_06441 (ybdF)	tetR family transcriptional regulator
cgMLST V2	STMMW_01531 (ampE)	transcriptional regulator
cgMLST V2	STMMW_26761 (clpB)	Clp protease ClpB
cgMLST V2	STMMW_02131 (mtn)	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
cgMLST V2	STMMW_24941	Putative cytoplasmic protein
cgMLST V2	STMMW_28611 (invF)	transcriptional regulator InvF
cgMLST V2	STMMW_06621 (entB)	isochorismatase
cgMLST V2	STMMW_14931 (opuC)	Putative ABC transporter periplasmic binding protein
cgMLST V2	STMMW_07111 (holA)	DNA polymerase III subunit delta
cgMLST V2	STMMW_21531 (dcd)	dCTP deaminase
cgMLST V2	STMMW_25091 (bcp)	peroxiredoxin
cgMLST V2	STMMW_26811 (pheA)	bifunctional chorismate mutase/prephenate dehydratase
cgMLST V2	STMMW_42001 (yjbQ)	secondary thiamine-phosphate synthase enzyme
cgMLST V2	STMMW_13071	putative exported protein
cgMLST V2	STMMW_38721 (yieP)	putative HTH-type transcriptional regulator YieP
cgMLST V2	STMMW_00071 (mog)	molybdopterin adenylyltransferase
cgMLST V2	STMMW_44631 (yjiN)	membrane protein
cgMLST V2	STMMW_44981	membrane protein
cgMLST V2	STMMW_16791 (ycjF)	putative membrane protein
cgMLST V2	STMMW_38231 (dnaA)	chromosomal replication initiator protein DnaA
cgMLST V2	STMMW_27631 (yqaE)	transporter
cgMLST V2	STMMW_41001 (secE)	preprotein translocase subunit SecE
cgMLST V2	STMMW_11511 (csgB)	nucleation component of curlin monomers
cgMLST V2	STMMW_22041 (yohG)	multidrug transporter permease
cgMLST V2	STMMW_22511 (yejG)	Putative cytoplasmic protein
cgMLST V2	STMMW_12301 (cobB)	NAD-dependent deacylase
cgMLST V2	STMMW_33221 (yhbJ)	RNase adaptor protein RapZ
cgMLST V2	STMMW_23641 (ulaA)	PTS ascorbate transporter subunit IIC
cgMLST V2	STMMW_23391 (nuoN)	NADH dehydrogenase I chain N
cgMLST V2	STMMW_17821 (hyaE)	"hydrogenase-1 operon protein HyaE, partial"
cgMLST V2	STMMW_16421 (ldhA)	lactate dehydrogenase
cgMLST V2	STMMW_35051 (malT)	HTH-type transcriptional regulator malT
cgMLST V2	STMMW_39921 (yihZ)	D-aminoacyl-tRNA deacylase
cgMLST V2	STMMW_04571 (yaiI)	hypothetical protein
cgMLST V2	STMMW_32931 (folP)	dihydropteroate synthase
cgMLST V2	STMMW_43981 (treC)	trehalose-6-phosphate hydrolase
cgMLST V2	STMMW_40871 (argB)	Acetylglutamate kinase
cgMLST V2	STMMW_14481 (slyB)	"outer membrane lipoprotein pcp, partial"
cgMLST V2	STMMW_08831 (ybiF)	threonine/homoserine exporter RhtA
cgMLST V2	STMMW_08341 (modB)	molybdate ABC transporter permease
cgMLST V2	STMMW_18681 (hexR)	transcriptional regulator HexR
cgMLST V2	STMMW_34891 (yhgE)	transporter
cgMLST V2	STMMW_05151 (ampG)	AmpG family muropeptide MFS transporter
cgMLST V2	STMMW_05621 (ybaL)	Kef family K(+) transporter
cgMLST V2	STMMW_23021 (nrdB)	Ribonucleotide reductase of class 1a beta subunit
cgMLST V2	STMMW_40981 (coaA)	type I pantothenate kinase
cgMLST V2	STMMW_24551 (ptsJ)	transcriptional regulator PtsJ
cgMLST V2	STMMW_40982	putative cytoplasmic protein
cgMLST V2	STMMW_34091 (rpsD)	30S ribosomal protein S4
cgMLST V2	STMMW_42851 (ecnR)	helix-turn-helix transcriptional regulator
cgMLST V2	STMMW_14031 (sseBa)	"pathogenicity island 2 effector protein SseB, partial"
cgMLST V2	STMMW_31111 (yghW)	hypothetical protein
cgMLST V2	STMMW_00681 (carA)	carbamoyl phosphate synthase small subunit
cgMLST V2	STMMW_25391 (hisS)	histidyl-tRNA synthetase
