Scheme name	Locus tag	Description
cgMLST V1	b3476 (nikA)	"nickel-binding, heme-binding periplasmic protein"
cgMLST V1	b3475 (acpT)	4'-phosphopantetheinyl transferase
cgMLST V1	b3474 (yhhT)	UPF0118 family putative transporter
cgMLST V1	b3472 (dcrB)	putative lipoprotein
cgMLST V1	b3471 (yhhQ)	DUF165 family inner membrane protein
cgMLST V1	b3470 (tusA)	mnm(5)-s(2)U34-tRNA 2-thiolation sulfurtransferase
cgMLST V1	b3479 (nikD)	nickel transporter subunit
cgMLST V1	b3478 (nikC)	nickel transporter subunit
cgMLST V1	b2700 (pncC)	nicotinamide-nucleotide amidohydrolase; NMN amidohydrolase
cgMLST V1	b2701 (mltB)	membrane-bound lytic murein transglycosylase B
cgMLST V1	b2708 (srlQ)	D-arabinose 5-phosphate isomerase
cgMLST V1	b2709 (norR)	anaerobic nitric oxide reductase DNA-binding transcriptional activator
cgMLST V1	b1103 (hinT)	"purine nucleoside phosphoramidase, dadA activator protein"
cgMLST V1	b1105 (lpoB)	OM lipoprotein stimulator of MrcB transpeptidase
cgMLST V1	b1104 (ycfL)	uncharacterized protein
cgMLST V1	b1107 (nagZ)	beta N-acetyl-glucosaminidase
cgMLST V1	b1106 (thiK)	thiamine kinase
cgMLST V1	b1109 (ndh)	respiratory NADH dehydrogenase 2/cupric reductase
cgMLST V1	b1108 (ycfP)	putative UPF0227 family esterase
cgMLST V1	b4551 (yheV)	DUF2387 family putative metal-binding protein
cgMLST V1	b4553 (ysaB)	uncharacterized protein
cgMLST V1	b4555 (yicS)	putative periplasmic protein
cgMLST V1	b4557 (yidD)	"membrane protein insertion efficiency factor, inner membrane protein, UPF0161 family"
cgMLST V1	b4558 (yifL)	putative lipoprotein
cgMLST V1	b2134 (pbpG)	D-alanyl-D-alanine endopeptidase
cgMLST V1	b3671 (ilvB)	acetolactate synthase 2 large subunit
cgMLST V1	b3670 (ilvN)	acetolactate synthase 1 small subunit
cgMLST V1	b3673 (emrD)	multidrug efflux system protein
cgMLST V1	b3672 (ivbL)	ilvB operon leader peptide
cgMLST V1	b3675 (yidG)	inner membrane protein
cgMLST V1	b3674 (yidF)	putative Cys-type oxidative YidJ-maturating enzyme
cgMLST V1	b3676 (yidH)	DUF202 family inner membrane protein
cgMLST V1	b0911 (rpsA)	30S ribosomal subunit protein S1
cgMLST V1	b2838 (lysA)	"diaminopimelate decarboxylase, PLP-binding "
cgMLST V1	b2839 (lysR)	transcriptional activator of lysA; autorepressor
cgMLST V1	b2830 (rppH)	RNA pyrophosphohydrolase
cgMLST V1	b2831 (mutH)	methyl-directed mismatch repair protein
cgMLST V1	b2832 (ygdQ)	UPF0053 family inner membrane protein
cgMLST V1	b2833 (ygdR)	DUF903 family verified lipoprotein
cgMLST V1	b2834 (tas)	putative NADP(H)-dependent aldo-keto reductase
cgMLST V1	b2835 (lplT)	lysophospholipid transporter
cgMLST V1	b2836 (aas)	fused 2-acylglycerophospho-ethanolamine acyl transferase/acyl-acyl carrier protein synthetase
cgMLST V1	b2837 (galR)	galactose-inducible d-galactose regulon transcriptional repressor; autorepressor
cgMLST V1	b1710 (btuE)	glutathione peroxidase
cgMLST V1	b1711 (btuC)	vitamin B12 transporter subunit: membrane component of ABC superfamily
cgMLST V1	b1713 (pheT)	"phenylalanine tRNA synthetase, beta subunit "
cgMLST V1	b1714 (pheS)	"phenylalanine tRNA synthetase, alpha subunit "
cgMLST V1	b1715 (pheM)	phenylalanyl-tRNA synthetase operon leader peptide
cgMLST V1	b1716 (rplT)	50S ribosomal subunit protein L20
cgMLST V1	b1717 (rpmI)	50S ribosomal subunit protein L35
cgMLST V1	b1718 (infC)	translation initiation factor IF-3
cgMLST V1	b1719 (thrS)	threonyl-tRNA synthetase
cgMLST V1	b0043 (fixC)	putative oxidoreductase
cgMLST V1	b0041 (fixA)	anaerobic carnitine reduction putative electron transfer flavoprotein subunit
cgMLST V1	b0040 (caiT)	putative transporter
cgMLST V1	b0046 (kefF)	"potassium-efflux system ancillary protein for KefC, glutathione-regulated; quinone oxidoreductase, FMN-dependent"
cgMLST V1	b0044 (fixX)	putative 4Fe-4S ferredoxin-type protein
cgMLST V1	b0048 (folA)	dihydrofolate reductase
cgMLST V1	b4685 (yrbN)	uncharacterized protein
cgMLST V1	b4684 (yqfG)	uncharacterized protein
cgMLST V1	b4687 (shoB)	toxic membrane protein
cgMLST V1	b4686 (yshB)	uncharacterized protein
cgMLST V1	b4680 (ypdK)	inner membrane protein
cgMLST V1	b3820 (yigI)	4HBT thioesterase family protein
cgMLST V1	b3821 (pldA)	outer membrane phospholipase A
cgMLST V1	b3822 (recQ)	ATP-dependent DNA helicase
cgMLST V1	b3823 (rhtC)	threonine efflux pump
cgMLST V1	b3824 (rhtB)	"homoserine, homoserine lactone and S-methyl-methionine efflux pump"
cgMLST V1	b3825 (pldB)	lysophospholipase L2
cgMLST V1	b3826 (yigL)	pyridoxal phosphate phosphatase
cgMLST V1	b3827 (yigM)	putative inner membrane EamA-like transporter
cgMLST V1	b3828 (metR)	methionine biosynthesis regulon transcriptional regulator
cgMLST V1	b3829 (metE)	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase
cgMLST V1	b2199 (ccmC)	heme exporter subunit
cgMLST V1	b2198 (ccmD)	cytochrome c biogenesis protein
cgMLST V1	b2197 (ccmE)	periplasmic heme chaperone
cgMLST V1	b2196 (ccmF)	"heme lyase, CcmF subunit"
cgMLST V1	b2195 (dsbE)	periplasmic thioredoxin of cytochrome c-type biogenesis
cgMLST V1	b2194 (ccmH)	"heme lyase, CcmH subunit"
cgMLST V1	b2193 (narP)	response regulator in two-component regulatory system with NarQ or NarX
cgMLST V1	b2513 (yfgM)	putative anti-RcsB factor
cgMLST V1	b2515 (ispG)	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase
cgMLST V1	b0906 (ycaP)	UPF0702 family putative inner membrane protein
cgMLST V1	b0907 (serC)	3-phosphoserine/phosphohydroxythreonine aminotransferase
cgMLST V1	b0904 (focA)	formate channel
cgMLST V1	b0905 (ycaO)	ribosomal protein S12 methylthiotransferase accessory factor
cgMLST V1	b0902 (pflA)	[formate-C-acetyltransferase 1]-activating enzyme; pyruvate formate-lyase 1-activating enzyme
cgMLST V1	b0903 (pflB)	"formate C-acetyltransferase 1, anaerobic; pyruvate formate-lyase 1 "
cgMLST V1	b0908 (aroA)	5-enolpyruvylshikimate-3-phosphate synthetase
cgMLST V1	b0909 (ycaL)	putative peptidase-related chaperone
cgMLST V1	b2304 (yfcH)	putative NAD-dependent nucleotide-sugar epimerase
cgMLST V1	b2308 (hisQ)	histidine/lysine/arginine/ornithine transporter permease subunit
cgMLST V1	b1693 (aroD)	3-dehydroquinate dehydratase
cgMLST V1	b1692 (ydiB)	"quinate/shikimate 5-dehydrogenase, NAD(P)-binding "
cgMLST V1	b1521 (uxaB)	"altronate oxidoreductase, NAD-dependent "
cgMLST V1	b1524 (glsB)	glutaminase 2
cgMLST V1	b1529 (marC)	UPF0056 family inner membrane protein
cgMLST V1	b1528 (ydeA)	"arabinose efflux transporter, arabinose-inducible"
cgMLST V1	b4461 (yfjD)	UPF0053 family inner membrane protein
cgMLST V1	b4469 (ygiQ)	Radical SAM superfamily protein
cgMLST V1	b3161 (mtr)	tryptophan transporter of high affinity
cgMLST V1	b3163 (nlpI)	lipoprotein involved in osmotic sensitivity and filamentation
cgMLST V1	b3162 (deaD)	ATP-dependent RNA helicase
cgMLST V1	b3165 (rpsO)	30S ribosomal subunit protein S15
cgMLST V1	b3164 (pnp)	polynucleotide phosphorylase/polyadenylase
cgMLST V1	b3167 (rbfA)	30s ribosome binding factor
cgMLST V1	b3166 (truB)	tRNA pseudouridine synthase B: tRNA pseudouridine(55) synthase and putative tmRNA pseudouridine(342) synthase
cgMLST V1	b3169 (nusA)	transcription termination/antitermination L factor
cgMLST V1	b3168 (infB)	translation initiation factor IF-2
cgMLST V1	b3785 (wzzE)	Entobacterial Common Antigen
cgMLST V1	b3784 (wecA)	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase
cgMLST V1	b3787 (wecC)	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase
cgMLST V1	b3786 (wecB)	UDP-N-acetyl glucosamine-2-epimerase
cgMLST V1	b3781 (trxA)	thioredoxin 1
cgMLST V1	b3780 (rhlB)	ATP-dependent RNA helicase
cgMLST V1	b3783 (rho)	transcription termination factor
cgMLST V1	b3789 (rffH)	glucose-1-phosphate thymidylyltransferase
cgMLST V1	b3788 (rffG)	"dTDP-glucose 4,6-dehydratase "
cgMLST V1	b2786 (barA)	"hybrid sensory histidine kinase, in two-component regulatory system with UvrY"
cgMLST V1	b2784 (relA)	(p)ppGpp synthetase I/GTP pyrophosphokinase
cgMLST V1	b2785 (rlmD)	"23S rRNA m(5)U1939 methyltransferase, SAM-dependent "
cgMLST V1	b2780 (pyrG)	CTP synthetase
cgMLST V1	b2781 (mazG)	nucleoside triphosphate pyrophosphohydrolase
cgMLST V1	b3049 (glgS)	motility and biofilm regulator
cgMLST V1	b0638 (cobC)	putative alpha-ribazole-5'-P phosphatase
cgMLST V1	b0639 (nadD)	"nicotinic acid mononucleotide adenylyltransferase, NAD(P)-dependent "
cgMLST V1	b0630 (lipB)	octanoyltransferase; octanoyl-[ACP]:protein N-octanoyltransferase
cgMLST V1	b0631 (ybeD)	UPF0250 family protein
cgMLST V1	b0632 (dacA)	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5)
cgMLST V1	b0633 (rlpA)	"septal ring protein, suppressor of prc, minor lipoprotein"
cgMLST V1	b0634 (mrdB)	cell wall shape-determining protein
cgMLST V1	b0635 (mrdA)	transpeptidase involved in peptidoglycan synthesis (penicillin-binding protein 2)
cgMLST V1	b0636 (rlmH)	"23S rRNA m(3)Psi1915 pseudouridine methyltransferase, SAM-dependent"
cgMLST V1	b0637 (rsfS)	ribosomal silencing factor
cgMLST V1	b2543 (yphA)	DoxX family inner membrane protein
cgMLST V1	b2544 (yphB)	"mutarotase superfamily protein, YphB family"
cgMLST V1	b2545 (yphC)	putative Zn-dependent NAD(P)-binding oxidoreductase
cgMLST V1	b2547 (yphE)	"putative sugar transporter subunit of ABC superfamily, ATP-binding component"
cgMLST V1	b1220 (ychO)	putative invasin
cgMLST V1	b1221 (narL)	response regulator in two-component regulatory system with NarX (or NarQ)
cgMLST V1	b1222 (narX)	sensory histidine kinase in two-component regulatory system with NarL
cgMLST V1	b1223 (narK)	nitrate/nitrite transporter
cgMLST V1	b1225 (narH)	"nitrate reductase 1, beta (Fe-S) subunit "
cgMLST V1	b1226 (narJ)	molybdenum-cofactor-assembly chaperone subunit (delta subunit) of nitrate reductase 1
cgMLST V1	b4051 (qorA)	"quinone oxidoreductase, NADPH-dependent "
cgMLST V1	b0571 (cusR)	response regulator in two-component regulatory system with CusS
cgMLST V1	b0577 (ybdG)	"mechanosensitive channel protein, miniconductance"
cgMLST V1	b4055 (aphA)	"acid phosphatase/phosphotransferase, class B, non-specific "
cgMLST V1	b4056 (yjbQ)	thiamine phosphate synthase
cgMLST V1	b4058 (uvrA)	ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC
cgMLST V1	b4059 (ssb)	single-stranded DNA-binding protein
cgMLST V1	b0578 (nfsB)	"dihydropteridine reductase, NAD(P)H-dependent, oxygen-insensitive "
cgMLST V1	b3088 (alx)	putative membrane-bound redox modulator
cgMLST V1	b3089 (sstT)	sodium:serine/threonine symporter
cgMLST V1	b3081 (fadH)	"2,4-dienoyl-CoA reductase, NADH and FMN-linked "
cgMLST V1	b3087 (ygjR)	putative NAD(P)-dependent dehydrogenase
cgMLST V1	b3084 (rlmG)	"23S rRNA m(2)G1835 methyltransferase, SAM-dependent"
cgMLST V1	b3085 (ygjP)	putative metal dependent hydrolase
cgMLST V1	b1613 (manA)	mannose-6-phosphate isomerase
cgMLST V1	b2066 (udk)	uridine/cytidine kinase
cgMLST V1	b2065 (dcd)	2'-deoxycytidine 5'-triphosphate deaminase
cgMLST V1	b1123 (potD)	polyamine transporter subunit
cgMLST V1	b1649 (nemR)	"transcriptional repressor for the nemRA-gloA operon, quinone-, glyoxal-, and HOCl-activated"
cgMLST V1	b4212 (ytfH)	DUF24 family HxlR-type putative transcriptional regulator
cgMLST V1	b4210 (ytfF)	DMT transporter family inner membrane protein
cgMLST V1	b4211 (qorB)	NAD(P)H:quinone oxidoreductase
cgMLST V1	b4217 (ytfK)	DUF1107 family protein
cgMLST V1	b4214 (cysQ)	"3'(2'),5'-bisphosphate nucleotidase"
cgMLST V1	b0775 (bioB)	biotin synthase
cgMLST V1	b0774 (bioA)	"7,8-diaminopelargonic acid synthase, PLP-dependent "
cgMLST V1	b0777 (bioC)	"malonyl-ACP O-methyltransferase, SAM-dependent"
cgMLST V1	b4219 (msrA)	methionine sulfoxide reductase A
cgMLST V1	b0773 (ybhB)	"kinase inhibitor homolog, UPF0098 family"
cgMLST V1	b0772 (ybhC)	"acyl-CoA thioesterase, lipoprotein"
cgMLST V1	b1792 (yeaO)	DUF488 family protein
cgMLST V1	b1793 (yoaF)	DUF333 family outer membrane lipoprotein
cgMLST V1	b3531 (bcsZ)	"endo-1,4-D-glucanase "
cgMLST V1	b3539 (yhjV)	putative transporter
cgMLST V1	b2669 (stpA)	"DNA binding protein, nucleoid-associated"
cgMLST V1	b2668 (ygaP)	DUF2892 family inner membrane rhodanese
cgMLST V1	b2665 (ygaU)	uncharacterized protein
cgMLST V1	b2664 (csiR)	transcriptional repressor of csiD
cgMLST V1	b2667 (ygaV)	tributyltin-inducible repressor of ygaVP
cgMLST V1	b2666 (yqaE)	cyaR sRNA-regulated protein
cgMLST V1	b4155 (epmA)	Elongation Factor P Lys34 lysyltransferase
cgMLST V1	b4154 (frdA)	fumarate reductase (anaerobic) catalytic and NAD/flavoprotein subunit
cgMLST V1	b4151 (frdD)	"fumarate reductase (anaerobic), membrane anchor subunit"
cgMLST V1	b4150 (ampC)	"penicillin-binding protein; beta-lactamase, intrinsically weak "
cgMLST V1	b4153 (frdB)	"fumarate reductase (anaerobic), Fe-S subunit "
cgMLST V1	b4152 (frdC)	"fumarate reductase (anaerobic), membrane anchor subunit"
cgMLST V1	b4159 (mscM)	"mechanosensitive channel protein, miniconductance"
cgMLST V1	b3279 (yrdA)	bacterial transferase hexapeptide domain protein
cgMLST V1	b1614 (ydgA)	DUF945 family protein
cgMLST V1	b1611 (fumC)	"fumarate hydratase (fumarase C),aerobic Class II "
cgMLST V1	b1610 (tus)	"inhibitor of replication at Ter, DNA-binding protein"
cgMLST V1	b4397 (creA)	putative periplasmic protein
cgMLST V1	b4396 (rob)	"right oriC-binding transcriptional activator, AraC family"
cgMLST V1	b4395 (ytjC)	phosphatase
cgMLST V1	b4393 (trpR)	"transcriptional repressor, tryptophan-binding"
cgMLST V1	b4392 (slt)	"lytic murein transglycosylase, soluble "
cgMLST V1	b4391 (yjjK)	putative transporter subunit of ABC superfamily: ATP-binding component
cgMLST V1	b4390 (nadR)	"trifunctional protein: nicotinamide mononucleotide adenylyltransferase, ribosylnicotinamide kinase, transcriptional repressor"
cgMLST V1	b4399 (creC)	"sensory histidine kinase in two-component regulatory system with CreB or PhoB, regulator of the CreBC regulon"
cgMLST V1	b4398 (creB)	response regulator in two-component regulatory system with CreC
cgMLST V1	b3705 (yidC)	membrane protein insertase
cgMLST V1	b3704 (rnpA)	protein C5 component of RNase P
cgMLST V1	b3706 (mnmE)	tRNA U34 5-methylaminomethyl-2-thiouridine modification GTPase
cgMLST V1	b3701 (dnaN)	"DNA polymerase III, beta subunit "
cgMLST V1	b3700 (recF)	gap repair protein
cgMLST V1	b3703 (rpmH)	50S ribosomal subunit protein L34
cgMLST V1	b3702 (dnaA)	"chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator"
cgMLST V1	b2258 (arnF)	undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit
cgMLST V1	b2259 (pmrD)	inactive two-component system connector protein
cgMLST V1	b2250 (yfaZ)	"outer membrane protein, putative porin"
cgMLST V1	b2251 (nudI)	nucleoside triphosphatase
cgMLST V1	b2252 (ais)	putative LPS core heptose(II)-phosphate phosphatase
cgMLST V1	b2253 (arnB)	"uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent"
cgMLST V1	b2254 (arnC)	undecaprenyl phosphate-L-Ara4FN transferase
cgMLST V1	b2255 (arnA)	fused UDP-L-Ara4N formyltransferase/UDP-GlcA C-4'-decarboxylase
cgMLST V1	b2256 (arnD)	undecaprenyl phosphate-alpha-L-ara4FN deformylase
cgMLST V1	b2257 (arnT)	4-amino-4-deoxy-L-arabinose transferase
cgMLST V1	b1930 (yedF)	putative TusA family sulfurtransferase
cgMLST V1	b1937 (fliE)	flagellar basal-body component
cgMLST V1	b3117 (tdcB)	"L-threonine dehydratase, catabolic "
cgMLST V1	b1077 (flgF)	flagellar component of cell-proximal portion of basal-body rod
cgMLST V1	b1076 (flgE)	flagellar hook protein
cgMLST V1	b1071 (flgM)	anti-sigma factor for FliA (sigma 28)
cgMLST V1	b1070 (flgN)	export chaperone for FlgK and FlgL
cgMLST V1	b0869 (ybjT)	putative NAD-dependent oxidoreductase
cgMLST V1	b0868 (ybjS)	putative NAD(P)H-dependent oxidoreductase with NAD(P)-binding Rossmann-fold domain
cgMLST V1	b0865 (ybjP)	lipoprotein
cgMLST V1	b0867 (amiD)	"1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; OM lipoprotein"
cgMLST V1	b0866 (ybjQ)	UPF0145 family protein
cgMLST V1	b0861 (artM)	arginine transporter subunit
cgMLST V1	b0863 (artI)	arginine transporter subunit
cgMLST V1	b0862 (artQ)	arginine transporter subunit
cgMLST V1	b4637 (uof)	ryhB-regulated fur leader peptide
cgMLST V1	b3002 (yqhA)	UPF0114 family putative inner membrane protein
cgMLST V1	b3001 (gpr)	L-glyceraldehyde 3-phosphate reductase
cgMLST V1	b3006 (exbB)	membrane spanning protein in TonB-ExbB-ExbD complex
cgMLST V1	b3005 (exbD)	membrane spanning protein in TonB-ExbB-ExbD complex
cgMLST V1	b3008 (metC)	"cystathionine beta-lyase, PLP-dependent "
cgMLST V1	EFER_RS06010 (cydB)	cytochrome d ubiquinol oxidase subunit II
cgMLST V1	b3918 (cdh)	CDP-diacylglycerol phosphotidylhydrolase
cgMLST V1	b3919 (tpiA)	triosephosphate isomerase
cgMLST V1	b3915 (fieF)	ferrous iron and zinc transporter
cgMLST V1	b3916 (pfkA)	6-phosphofructokinase I
cgMLST V1	b3917 (sbp)	sulfate transporter subunit
cgMLST V1	b3910 (yiiM)	6-N-hydroxylaminopurine resistance protein
cgMLST V1	b3911 (cpxA)	sensory histidine kinase in two-component regulatory system with CpxR
cgMLST V1	b3912 (cpxR)	response regulator in two-component regulatory system with CpxA
cgMLST V1	b1875 (yecM)	putative metal-binding enzyme
cgMLST V1	b1874 (cutC)	copper homeostasis protein
cgMLST V1	b1876 (argS)	arginyl-tRNA synthetase
cgMLST V1	b1871 (cmoB)	"tRNA (cmo5U34)-carboxymethyltransferase, carboxy-SAM-dependent"
cgMLST V1	b1870 (cmoA)	carboxy-SAM synthase
cgMLST V1	b4245 (pyrB)	"aspartate carbamoyltransferase, catalytic subunit "
cgMLST V1	b4602 (ynhF)	stress response membrane
cgMLST V1	b2889 (idi)	isopentenyl diphosphate isomerase
cgMLST V1	b1778 (msrB)	methionine sulfoxide reductase B
cgMLST V1	b2148 (mglC)	methyl-galactoside transporter subunit
cgMLST V1	b2149 (mglA)	fused methyl-galactoside transporter subunits of ABC superfamily: ATP-binding components
cgMLST V1	b2144 (sanA)	"vancomycin high temperature exclusion protein, DUF218 superfamily protein"
cgMLST V1	b2145 (yeiS)	DUF2542 family protein
cgMLST V1	b2146 (preT)	"dihydropyrimidine dehydrogenase, NADH-dependent, subunit N"
cgMLST V1	b2141 (yohJ)	UPF0299 family inner membrane protein
cgMLST V1	b2143 (cdd)	cytidine/deoxycytidine deaminase
cgMLST V1	b4187 (aidB)	"DNA alkylation damage repair protein; flavin-containing DNA binding protein, weak isovaleryl CoA dehydrogenase"
cgMLST V1	b3560 (glyQ)	"glycine tRNA synthetase, alpha subunit "
cgMLST V1	b0125 (hpt)	hypoxanthine phosphoribosyltransferase
cgMLST V1	b0126 (can)	carbonic anhydrase
cgMLST V1	b0127 (yadG)	putative ABC superfamily transporter ATP-binding subunit
cgMLST V1	b0120 (speD)	S-adenosylmethionine decarboxylase
cgMLST V1	b0121 (speE)	spermidine synthase (putrescine aminopropyltransferase)
cgMLST V1	b0122 (yacC)	PulS_OutS family protein
cgMLST V1	b0123 (cueO)	multicopper oxidase (laccase)
cgMLST V1	b0128 (yadH)	inner membrane putative ABC superfamily transporter permease
cgMLST V1	b0129 (yadI)	putative PTS Enzyme IIA
cgMLST V1	b2434 (ypeA)	putative acyl-CoA transferase
cgMLST V1	b2435 (amiA)	N-acetylmuramoyl-l-alanine amidase I
cgMLST V1	b2436 (hemF)	coproporphyrinogen III oxidase
cgMLST V1	b2431 (yfeX)	"porphyrinogen oxidase, cytoplasmic"
cgMLST V1	b2432 (yfeY)	RpoE-regulated lipoprotein
cgMLST V1	b2433 (yfeZ)	inner membrane protein
cgMLST V1	b2438 (eutK)	putative ethanol utilization carboxysome structural protein
cgMLST V1	b2439 (eutL)	putative ethanol utilization carboxysome structural protein
cgMLST V1	b3428 (glgP)	glycogen phosphorylase
cgMLST V1	b3429 (glgA)	glycogen synthase
cgMLST V1	b3424 (glpG)	rhomboid intramembrane serine protease
cgMLST V1	b3425 (glpE)	thiosulfate:cyanide sulfurtransferase (rhodanese)
cgMLST V1	b3426 (glpD)	"sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding "
cgMLST V1	AEJV01_03887 (-)	hypothetical protein
cgMLST V1	b0627 (tatE)	TatABCE protein translocation system subunit
cgMLST V1	b0688 (pgm)	phosphoglucomutase
cgMLST V1	b0680 (glnS)	glutamyl-tRNA synthetase
cgMLST V1	b0683 (fur)	ferric iron uptake regulon transcriptional repressor; autorepressor
cgMLST V1	b0682 (chiQ)	chitosugar-induced verified lipoprotein
cgMLST V1	b0685 (ybfE)	"LexA-regulated protein, CopB family"
cgMLST V1	b0684 (fldA)	flavodoxin 1
cgMLST V1	b0687 (seqA)	negative modulator of initiation of replication
cgMLST V1	b0958 (sulA)	SOS cell division inhibitor
cgMLST V1	b1482 (osmC)	"lipoyl-dependent Cys-based peroxidase, hydroperoxide resistance; salt-shock inducible membrane protein; peroxiredoxin"
cgMLST V1	b3620 (waaF)	ADP-heptose:LPS heptosyltransferase II
cgMLST V1	b3994 (thiC)	phosphomethylpyrimidine synthase
cgMLST V1	b3995 (rsd)	"stationary phase protein, binds sigma 70 RNA polymerase subunit"
cgMLST V1	b3997 (hemE)	uroporphyrinogen decarboxylase
cgMLST V1	b3990 (thiH)	"tyrosine lyase, involved in thiamine-thiazole moiety synthesis"
cgMLST V1	b3991 (thiG)	thiamine biosynthesis ThiGH complex subunit
cgMLST V1	b3992 (thiF)	"adenylyltransferase, modifies ThiS C-terminus "
cgMLST V1	b3993 (thiE)	thiamine phosphate synthase (thiamine phosphate pyrophosphorylase)
cgMLST V1	b3998 (nfi)	endonuclease V; deoxyinosine 3' endonuclease
cgMLST V1	b3999 (yjaG)	DUF416 domain protein
cgMLST V1	b0696 (kdpC)	"potassium translocating ATPase, subunit C "
cgMLST V1	b0697 (kdpB)	"potassium translocating ATPase, subunit B "
cgMLST V1	b0695 (kdpD)	fused sensory histidine kinase in two-component regulatory system with KdpE: signal sensing protein
cgMLST V1	ECs4702 (-)	acetolactate synthase 2 catalytic subunit
cgMLST V1	b2800 (fucA)	L-fuculose-1-phosphate aldolase
cgMLST V1	b2803 (fucK)	L-fuculokinase
cgMLST V1	b2802 (fucI)	L-fucose isomerase
cgMLST V1	b2805 (fucR)	l-fucose operon activator
cgMLST V1	b2804 (fucU)	L-fucose mutarotase
cgMLST V1	b2807 (ygdD)	UPF0382 family inner membrane protein
cgMLST V1	b2806 (rlmM)	"23S rRNA C2498 2'-O-ribose methyltransferase, SAM-dependent"
cgMLST V1	b2809 (ygdI)	DUF903 family verified lipoprotein
cgMLST V1	b2808 (gcvA)	glycine cleavage system transcriptional activator; autorepressor
cgMLST V1	b1729 (ydjN)	putative transporter
cgMLST V1	b1723 (pfkB)	6-phosphofructokinase II
cgMLST V1	b1722 (ydiY)	acid-inducible putative outer membrane protein
cgMLST V1	b1725 (yniA)	fructosamine kinase family protein
cgMLST V1	b1724 (ydiZ)	uncharacterized protein
cgMLST V1	b1727 (yniC)	2-deoxyglucose-6-P phosphatase
cgMLST V1	b1726 (yniB)	putative inner membrane protein
cgMLST V1	b0864 (artP)	arginine transporter subunit
cgMLST V1	b3811 (xerC)	site-specific tyrosine recombinase
cgMLST V1	b3810 (yigA)	DUF484 family protein
cgMLST V1	b3813 (uvrD)	DNA-dependent ATPase I and helicase II
cgMLST V1	b3812 (yigB)	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase; pyrimidine phosphatase; riboflavin synthesis
cgMLST V1	b3616 (tdh)	"L-threonine 3-dehydrogenase, NAD(P)-binding "
cgMLST V1	b4042 (dgkA)	diacylglycerol kinase
cgMLST V1	b4040 (ubiA)	p-hydroxybenzoate octaprenyltransferase
cgMLST V1	b0447 (ybaO)	putative DNA-binding transcriptional regulator
cgMLST V1	b0446 (cof)	thiamine pyrimidine pyrophosphate hydrolase; HMP-PP phosphatase
cgMLST V1	b0445 (ybaE)	putative ABC superfamily transporter periplasmic-binding protein
cgMLST V1	b0444 (queC)	7-cyano-7-deazaguanine (preQ0) synthase; queuosine biosynthesis
cgMLST V1	b0443 (fadM)	long-chain acyl-CoA thioesterase III
cgMLST V1	b0441 (ppiD)	"periplasmic folding chaperone, has an inactive PPIase domain "
cgMLST V1	b0449 (mdlB)	"putative multidrug transporter subunit of ABC superfamily, ATP-binding component"
cgMLST V1	b0448 (mdlA)	"putative multidrug transporter subunit of ABC superfamily, ATP-binding component"
cgMLST V1	b2777 (queE)	7-carboxy-7-deazaguanine synthase; queosine biosynthesis
cgMLST V1	b2779 (eno)	enolase
cgMLST V1	b3099 (yqjE)	DUF1469 family inner membrane protein
cgMLST V1	b3098 (yqjD)	membrane-anchored ribosome-binding protein
cgMLST V1	b3090 (ygjV)	Imp-YgjV family inner membrane protein
cgMLST V1	b0600 (ybdL)	"methionine aminotransferase, PLP-dependent "
cgMLST V1	b0605 (ahpC)	"alkyl hydroperoxide reductase, C22 subunit "
cgMLST V1	b0607 (uspG)	universal stress protein UP12
cgMLST V1	b0606 (ahpF)	"alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding "
cgMLST V1	b2571 (rseB)	"anti-sigma E factor, binds RseA"
cgMLST V1	b2570 (rseC)	SoxR iron-sulfur cluster reduction factor component; with RsxABCDEG
cgMLST V1	b2573 (rpoE)	RNA polymerase sigma E factor
cgMLST V1	b2572 (rseA)	anti-sigma factor
cgMLST V1	b2575 (trmN)	tRNA1(Val) (adenine(37)-N6)-methyltransferase
cgMLST V1	b2576 (srmB)	ATP-dependent RNA helicase
cgMLST V1	b2578 (eamB)	cysteine and O-acetylserine exporter
cgMLST V1	b2944 (yggI)	Zn-dependent metalloprotease-related protein
cgMLST V1	b1219 (ychN)	putative sulfur relay protein
cgMLST V1	b1218 (chaC)	cation transport regulator
cgMLST V1	b1211 (prfA)	peptide chain release factor RF-1
cgMLST V1	b1210 (hemA)	glutamyl tRNA reductase
cgMLST V1	b1213 (ychQ)	SIRB family inner membrane protein
